Area,Channel,LSUID,Subbasin,Landscape,%Subbasin,Category,Slope,Len1,Csl,Wid1,Dep1,Lat,Lon,Elev,HISTO_1,HISTO_2,HISTO_3,HISTO_4,HISTO_10,HISTO_NODA
974.81,"233","2330","13",NA,4.3,"0",16.58,3400.61,2.18,5.06,0.32,40.93,-3.07,830.43,0,0,77,78,0,0
3419.69,"211","2110","20",NA,100.0,"0",16.01,5620.58,4.37,10.74,0.53,40.91,-2.94,886.61,0,179,237,130,0,0
2959.63,"480","4800","10",NA,2.7,"0",9.93,7114.83,0.70,9.85,0.50,40.92,-2.53,1102.36,0,407,67,5,0,0
48.69,"271","2710","9",NA,0.1,"0",25.43,1422.49,19.72,0.84,0.10,40.94,-3.78,1172.88,6,0,0,0,0,0
4.13,"174","1740","11",NA,0.0,"0",36.81,387.13,16.29,0.19,0.04,40.95,-3.56,916.44,1,0,0,0,0,0
5568.19,"471","4710","16",NA,34.7,"0",17.18,6183.76,2.93,14.39,0.65,40.89,-2.18,1166.15,0,402,12,478,0,0
1604.13,"465","4650","9",NA,3.2,"0",31.25,8713.36,10.48,6.82,0.39,40.91,-3.91,1610.05,209,8,40,0,0,0
0.13,"270","2700","9",NA,0.0,"0",50.87,35.36,1.35,0.02,0.01,40.94,-3.77,1085.50,1,0,0,0,1,0
2210.13,"483","4830","9",NA,4.5,"0",19.72,5263.48,13.68,8.26,0.45,40.91,-3.69,1289.04,355,0,0,0,0,0
1779.75,"198","1980","13",NA,7.9,"0",15.89,6929.47,3.88,7.26,0.41,40.91,-3.09,815.86,0,0,181,101,0,0
2643.25,"228","2280","10",NA,2.5,"0",13.41,11903.62,1.50,9.20,0.48,40.92,-2.46,1133.07,0,367,48,4,0,0
1420.94,"223","2230","5",NA,2.3,"0",18.04,7870.16,3.72,6.34,0.38,40.90,-3.37,847.23,61,14,151,0,0,0
1412.94,"472","4720","11",NA,4.7,"0",7.66,9996.51,3.83,6.32,0.37,40.93,-3.60,997.71,229,0,0,0,0,0
2121.56,"170","1700","11",NA,7.0,"0",23.36,5750.92,4.50,8.06,0.44,40.90,-3.53,964.90,292,0,40,0,4,0
5379.13,"462","4620","9",NA,10.9,"0",23.48,6350.18,9.44,14.09,0.64,40.89,-3.76,1409.29,862,0,2,0,0,0
22.81,"342","3420","11",NA,0.1,"0",12.86,1002.82,9.13,0.53,0.07,40.93,-3.56,914.72,4,0,0,0,0,0
2131.94,"205","2050","13",NA,9.5,"0",14.62,6791.60,3.77,8.09,0.44,40.90,-2.99,846.39,0,11,195,137,0,0
3961.50,"469","4690","11",NA,13.1,"0",16.48,5609.49,13.83,11.73,0.57,40.90,-3.62,1087.70,596,0,36,0,1,0
510.63,"172","1720","11",NA,1.7,"0",13.00,2663.48,3.75,3.43,0.25,40.92,-3.54,916.61,61,0,21,0,2,0
2415.19,"468","4680","17",NA,8.3,"0",2.95,6266.60,0.71,8.72,0.46,40.90,-2.70,1070.51,0,318,71,0,0,0
1875.63,"319","3190","16",NA,11.7,"0",22.79,5237.01,4.61,7.49,0.42,40.90,-2.23,1131.69,0,250,0,52,0,0
1887.63,"463","4630","18",NA,6.5,"0",17.61,6246.63,4.15,7.52,0.42,40.90,-1.92,1202.07,63,52,2,183,0,1
979.31,"287","2870","9",NA,2.0,"0",10.66,6405.51,4.82,5.07,0.32,40.89,-3.86,1184.98,55,10,91,0,0,0
4009.31,"456","4560","5",NA,6.5,"0",14.88,8158.02,1.73,11.81,0.57,40.88,-3.30,894.54,0,0,468,167,6,0
3515.50,"466","4660","17",NA,12.1,"0",13.14,11191.48,1.33,10.92,0.54,40.89,-2.89,1003.82,0,427,36,99,0,0
2101.13,"461","4610","17",NA,7.2,"0",8.69,9830.09,1.63,8.02,0.44,40.90,-2.83,1033.01,0,293,17,27,0,0
299.19,"333","3330","14",NA,1.9,"0",18.69,1814.95,11.03,2.49,0.20,40.91,-2.30,1009.89,0,9,1,40,0,0
2823.13,"327","3270","17",NA,9.7,"0",13.29,4816.29,0.05,9.57,0.49,40.89,-2.79,1027.15,0,361,45,45,0,0
174.00,"168","1680","11",NA,0.6,"0",42.58,2047.79,18.89,1.80,0.16,40.91,-3.48,1003.58,20,0,5,0,0,0
367.81,"195","1950","13",NA,1.6,"0",17.35,2771.01,6.66,2.82,0.22,40.90,-3.11,791.50,0,0,45,13,0,0
3033.44,"193","1930","13",NA,13.5,"0",16.17,6377.69,3.28,9.99,0.51,40.88,-3.13,809.99,0,0,380,105,0,0
9.38,"284","2840","9",NA,0.0,"0",2.30,501.78,1.38,0.31,0.05,40.91,-3.84,1101.61,0,0,2,0,0,0
1699.06,"464","4640","14",NA,11.0,"0",19.18,8140.87,2.65,7.06,0.40,40.90,-2.36,1144.36,0,203,0,66,1,0
1016.56,"314","3140","10",NA,0.9,"0",17.60,3311.70,2.86,5.19,0.33,40.89,-2.64,1060.75,0,96,68,0,0,0
196.44,"227","2270","14",NA,1.3,"0",21.83,2468.50,10.24,1.93,0.17,40.91,-2.29,1056.55,0,19,5,7,0,0
1743.38,"460","4600","9",NA,3.5,"0",24.23,9787.62,6.78,7.17,0.41,40.86,-3.83,1562.12,265,4,9,0,0,0
3347.06,"341","3410","19",NA,19.1,"0",20.76,7595.16,2.97,10.60,0.53,40.88,-2.09,1197.28,45,147,23,315,0,0
3311.13,"226","2260","1",NA,6.1,"0",16.37,4914.52,2.86,10.53,0.53,40.87,-3.18,815.09,0,0,407,123,0,0
3475.88,"455","4550","10",NA,3.2,"0",9.67,8371.93,1.51,10.84,0.54,40.88,-2.43,1144.76,0,517,44,0,0,0
121.69,"294","2940","9",NA,0.2,"0",3.77,3473.83,3.44,1.45,0.14,40.90,-3.87,1133.90,7,0,10,0,0,0
0.94,"171","1710","11",NA,0.0,"0",17.12,393.20,3.27,0.08,0.02,40.91,-3.54,874.47,1,0,0,0,2,0
1384.56,"215","2150","10",NA,1.3,"0",19.16,3703.12,2.89,6.24,0.37,40.88,-2.53,1070.26,0,158,62,0,0,0
783.75,"302","3020","9",NA,1.6,"0",20.63,6947.67,14.01,4.44,0.30,40.89,-3.91,1522.34,80,2,43,0,0,1
19.00,"316","3160","11",NA,0.1,"0",13.59,624.26,5.34,0.48,0.07,40.90,-3.55,889.84,2,0,0,0,0,0
4222.13,"208","2080","10",NA,3.9,"0",19.47,8368.38,2.12,12.19,0.58,40.86,-2.58,1076.74,0,379,144,148,10,0
3984.13,"447","4470","21",NA,5.1,"0",10.43,9160.85,1.84,11.77,0.57,40.85,-3.22,861.58,0,0,341,297,0,0
3271.81,"224","2240","14",NA,21.2,"0",21.83,9156.56,2.78,10.46,0.52,40.88,-2.30,1061.07,0,451,9,61,0,0
1640.75,"448","4480","10",NA,1.5,"0",14.15,8061.58,1.99,6.91,0.40,40.87,-2.66,991.27,0,15,243,4,0,0
868.13,"221","2210","10",NA,0.8,"0",14.88,5663.78,2.32,4.72,0.31,40.88,-2.49,1087.13,0,86,50,0,0,0
1464.44,"454","4540","18",NA,5.0,"0",13.01,5476.65,3.82,6.46,0.38,40.87,-1.88,1166.07,0,23,7,207,0,0
1304.75,"165","1650","11",NA,4.3,"0",30.73,4751.65,11.36,6.02,0.36,40.88,-3.44,857.57,64,25,119,0,3,0
8791.44,"164","1640","22",NA,18.4,"0",16.85,12531.44,1.74,18.92,0.78,40.83,-3.48,806.25,268,95,1033,4,0,0
1540.13,"459","4590","13",NA,6.9,"0",15.16,9170.46,1.94,6.65,0.39,40.87,-3.06,848.18,0,0,111,140,0,0
1984.88,"446","4460","18",NA,6.8,"0",20.92,9888.97,3.12,7.75,0.43,40.86,-2.00,1195.15,24,219,20,53,0,0
8019.75,"451","4510","23",NA,23.9,"0",3.35,11168.99,0.35,17.91,0.75,40.84,-2.84,1035.69,0,878,407,0,0,0
3365.13,"449","4490","24",NA,10.1,"0",16.75,5797.36,13.87,10.64,0.53,40.84,-3.65,1045.13,378,19,141,0,1,0
2961.69,"453","4530","25",NA,40.2,"0",15.76,8200.49,2.27,9.85,0.50,40.86,-2.36,1121.57,0,477,0,0,0,0
2665.69,"217","2170","5",NA,4.3,"0",16.20,6602.70,3.00,9.25,0.48,40.86,-3.40,809.23,0,0,428,1,0,0
2227.13,"458","4580","9",NA,4.5,"0",27.33,8831.86,10.73,8.30,0.45,40.86,-3.92,1550.24,199,4,148,2,0,0
2219.19,"285","2850","17",NA,7.6,"0",14.68,4255.94,4.09,8.29,0.45,40.86,-2.89,982.30,0,238,33,82,0,0
3124.19,"442","4420","22",NA,6.6,"0",19.53,8382.60,9.58,10.17,0.52,40.86,-3.58,956.02,409,49,43,0,0,0
4022.63,"199","1990","10",NA,3.7,"0",12.30,8892.65,2.13,11.84,0.57,40.83,-2.69,939.74,0,18,389,237,0,0
7679.00,"435","4350","21",NA,9.8,"0",11.61,8926.22,1.66,17.45,0.74,40.78,-3.25,817.47,0,0,1060,170,0,0
51.63,"310","3100","9",NA,0.1,"0",7.15,1510.66,8.82,0.87,0.10,40.88,-3.88,1186.54,4,0,4,0,0,0
1015.31,"191","1910","18",NA,3.5,"0",13.42,3136.70,6.14,5.18,0.33,40.86,-1.92,1093.20,0,51,44,66,0,0
3631.50,"186","1860","18",NA,12.5,"0",21.45,8264.09,4.09,11.13,0.55,40.84,-2.01,1159.15,38,60,35,450,0,0
1439.63,"433","4330","19",NA,8.2,"0",20.37,8651.96,4.47,6.39,0.38,40.85,-2.07,1173.84,0,56,0,176,0,0
136.13,"219","2190","5",NA,0.2,"0",17.48,1871.02,10.75,1.55,0.15,40.87,-3.38,788.26,0,0,20,0,0,0
2592.38,"452","4520","19",NA,14.8,"0",22.64,6067.34,3.88,9.10,0.48,40.85,-2.16,1137.56,0,312,41,63,0,0
3027.31,"444","4440","24",NA,9.1,"0",17.70,6602.69,6.19,9.98,0.51,40.84,-3.69,1112.14,330,34,122,0,0,0
3269.63,"443","4430","24",NA,9.8,"0",25.28,5722.36,12.08,10.45,0.52,40.84,-3.75,1241.48,352,62,109,0,0,0
631.13,"293","2930","10",NA,0.6,"0",25.55,2765.99,5.34,3.90,0.27,40.86,-2.63,1042.99,0,47,51,0,1,0
1644.94,"445","4450","18",NA,5.6,"0",12.59,7297.67,3.32,6.92,0.40,40.85,-1.82,1175.31,0,64,62,136,0,2
1882.81,"450","4500","9",NA,3.8,"0",29.00,6533.76,12.98,7.51,0.42,40.84,-3.86,1662.01,229,0,70,0,0,0
3061.44,"432","4320","22",NA,6.4,"0",14.70,8046.93,8.41,10.05,0.51,40.83,-3.61,913.52,224,130,141,0,0,0
4493.81,"437","4370","9",NA,9.1,"0",33.27,7251.22,10.74,12.65,0.60,40.83,-3.92,1737.95,537,0,182,0,0,5
2466.56,"291","2910","16",NA,15.4,"0",26.81,6959.80,3.62,8.83,0.47,40.84,-2.26,1088.04,0,345,50,0,0,0
2288.38,"430","4300","18",NA,7.8,"0",10.73,8871.20,3.45,8.44,0.45,40.83,-1.80,1196.87,0,123,107,135,0,1
3913.19,"438","4380","10",NA,3.6,"0",9.33,8695.46,1.15,11.64,0.56,40.84,-2.47,1122.06,0,535,90,0,0,0
1840.50,"440","4400","10",NA,1.7,"0",17.26,8232.29,2.14,7.41,0.42,40.85,-2.74,994.17,0,29,236,28,0,0
2744.75,"441","4410","17",NA,9.4,"0",14.24,10272.24,2.41,9.41,0.49,40.84,-3.04,847.97,0,18,99,322,0,0
1409.00,"426","4260","17",NA,4.8,"0",18.85,9165.13,2.79,6.31,0.37,40.84,-2.98,927.19,0,84,16,126,0,0
1012.50,"298","2980","19",NA,5.8,"0",25.15,6339.09,4.96,5.17,0.33,40.84,-2.11,1105.74,0,67,0,92,0,0
751.31,"323","3230","18",NA,2.6,"0",11.96,3693.80,3.71,4.33,0.29,40.84,-1.86,1116.36,0,40,40,42,0,0
7325.06,"422","4220","26",NA,29.0,"0",7.85,10713.24,1.11,16.96,0.72,40.77,-3.34,851.99,0,0,1169,0,0,0
88.13,"301","3010","18",NA,0.3,"0",14.35,1791.73,8.33,1.20,0.12,40.86,-1.94,1074.25,0,4,4,5,0,0
0.75,"209","2090","10",NA,0.0,"0",33.27,120.71,48.19,0.07,0.02,40.86,-2.55,975.83,0,1,1,0,0,0
725.81,"309","3090","10",NA,0.7,"0",15.91,6899.45,3.40,4.24,0.29,40.84,-2.55,1111.83,0,81,0,37,0,0
796.00,"188","1880","18",NA,2.7,"0",15.44,3053.12,7.15,4.48,0.30,40.85,-1.95,1076.35,0,50,43,38,0,0
3850.44,"311","3110","22",NA,8.1,"0",12.59,7703.73,2.98,11.53,0.56,40.81,-3.55,782.44,101,162,346,9,0,0
2745.75,"436","4360","27",NA,5.2,"0",11.21,6334.80,3.79,9.41,0.49,40.82,-1.76,1225.06,0,113,63,263,0,0
4722.06,"189","1890","28",NA,100.0,"0",7.02,11508.64,1.75,13.03,0.61,40.82,-3.14,746.83,0,0,557,202,0,0
1559.69,"428","4280","29",NA,8.2,"0",21.98,6422.67,3.94,6.71,0.39,40.83,-2.20,1177.17,0,220,30,0,0,0
167.13,"192","1920","18",NA,0.6,"0",16.88,1296.75,7.38,1.76,0.16,40.85,-1.89,1089.43,0,12,8,6,0,0
2255.44,"439","4390","10",NA,2.1,"0",10.80,8955.82,1.26,8.37,0.45,40.82,-2.52,1118.87,0,243,51,67,0,0
1955.44,"272","2720","17",NA,6.7,"0",19.30,3076.34,6.86,7.68,0.43,40.83,-2.96,886.94,0,79,45,190,0,0
1919.56,"203","2030","10",NA,1.8,"0",21.04,5100.91,4.84,7.59,0.42,40.82,-2.63,992.90,0,80,166,60,0,0
2066.94,"434","4340","25",NA,28.0,"0",16.47,6988.35,1.70,7.94,0.44,40.82,-2.38,1095.58,0,305,22,0,0,0
2640.56,"427","4270","24",NA,7.9,"0",26.44,9198.71,6.13,9.20,0.48,40.82,-3.78,1311.75,373,8,42,0,1,0
552.31,"216","2160","25",NA,7.5,"0",32.38,2308.15,11.35,3.60,0.26,40.84,-2.31,1013.30,0,79,9,0,0,0
1824.94,"425","4250","27",NA,3.4,"0",10.57,6261.27,3.81,7.37,0.42,40.81,-1.70,1245.62,0,27,25,240,0,0
1901.13,"315","3150","24",NA,5.7,"0",16.70,12225.06,8.15,7.55,0.42,40.80,-3.74,1067.75,253,10,36,0,0,0
627.50,"194","1940","18",NA,2.2,"0",14.32,3047.05,4.62,3.88,0.27,40.83,-1.89,1123.94,0,60,37,4,0,0
590.81,"182","1820","19",NA,3.4,"0",24.41,3779.90,6.38,3.75,0.26,40.82,-2.06,1097.12,0,57,8,27,0,0
8.56,"204","2040","10",NA,0.0,"0",55.00,842.46,13.09,0.30,0.05,40.84,-2.62,1001.27,0,2,0,0,0,0
4836.75,"418","4180","22",NA,10.1,"0",8.80,10489.71,1.09,13.22,0.61,40.76,-3.43,812.77,0,0,771,3,0,0
4231.38,"404","4040","26",NA,16.7,"0",8.71,11685.42,0.80,12.20,0.58,40.75,-3.38,842.58,0,0,677,0,0,0
1309.06,"212","2120","25",NA,17.8,"0",30.53,6156.98,4.62,6.04,0.36,40.82,-2.32,1042.58,0,192,19,0,0,0
2797.25,"431","4310","18",NA,9.6,"0",19.01,6863.05,2.76,9.52,0.49,40.81,-1.94,1154.44,8,166,80,190,0,0
1336.44,"300","3000","24",NA,4.0,"0",12.47,8046.93,2.54,6.11,0.37,40.79,-3.70,928.99,119,34,58,0,0,0
0.38,"187","1870","18",NA,0.0,"0",1.00,25.00,1.21,0.05,0.01,40.83,-1.96,1016.00,0,0,1,0,0,0
5023.88,"265","2650","17",NA,17.3,"0",12.99,7390.56,2.87,13.53,0.62,40.79,-3.03,816.71,0,51,164,590,0,0
2125.00,"260","2600","17",NA,7.3,"0",8.89,6352.69,2.03,8.07,0.44,40.79,-3.09,747.87,0,0,66,269,0,0
3625.88,"424","4240","30",NA,24.3,"0",20.69,8433.33,2.04,11.12,0.55,40.80,-2.42,1066.71,0,390,198,0,0,0
1768.69,"196","1960","10",NA,1.6,"0",20.55,3506.67,5.40,7.23,0.41,40.81,-2.76,947.86,0,27,71,185,0,0
1543.81,"197","1970","18",NA,5.3,"0",8.64,7537.62,3.21,6.66,0.39,40.80,-1.86,1141.33,0,155,92,0,0,0
2350.81,"396","3960","26",NA,9.3,"0",8.46,13170.78,1.06,8.58,0.46,40.77,-3.31,866.48,0,0,380,0,0,0
3750.50,"423","4230","23",NA,11.2,"0",3.41,11673.59,0.35,11.35,0.55,40.79,-2.87,1024.25,0,554,43,3,0,0
2167.06,"180","1800","19",NA,12.3,"0",28.52,7430.51,4.49,8.17,0.44,40.80,-2.09,1125.38,0,321,23,1,0,0
10107.63,"655","6550","23",NA,30.1,"0",9.49,8683.33,0.10,20.58,0.82,40.71,-3.01,957.19,0,825,594,202,0,0
639.25,"177","1770","19",NA,3.6,"0",39.32,2658.15,12.52,3.93,0.27,40.81,-2.14,1090.19,0,85,18,0,0,0
1435.19,"159","1590","29",NA,7.6,"0",37.30,4439.52,8.46,6.38,0.38,40.80,-2.23,1056.94,0,199,26,0,0,0
70.25,"181","1810","19",NA,0.4,"0",44.62,1227.82,17.16,1.04,0.11,40.81,-2.07,1058.35,0,11,0,1,0,0
1529.69,"429","4290","18",NA,5.2,"0",13.34,8204.78,3.06,6.63,0.39,40.79,-1.90,1238.56,0,220,8,14,0,0
1565.63,"408","4080","31",NA,7.7,"0",21.17,9033.33,3.95,6.72,0.39,40.79,-2.55,1098.30,0,213,29,6,0,0
3391.63,"157","1570","29",NA,17.9,"0",29.81,8061.58,5.41,10.69,0.53,40.78,-2.30,1084.06,0,431,114,0,0,0
2916.31,"162","1620","29",NA,15.4,"0",31.63,8837.62,4.63,9.76,0.50,40.79,-2.18,1111.24,0,380,86,0,0,0
1638.38,"414","4140","22",NA,3.4,"0",11.57,9737.93,1.90,6.91,0.40,40.79,-3.44,819.70,0,0,265,0,0,0
4700.88,"292","2920","32",NA,29.7,"0",22.38,7413.05,1.93,13.00,0.61,40.78,-2.00,1183.21,0,644,41,68,0,0
2279.13,"185","1850","21",NA,2.9,"0",13.46,9656.56,3.21,8.42,0.45,40.77,-3.12,769.18,0,20,238,108,0,0
1505.06,"419","4190","21",NA,1.9,"0",10.10,8187.32,2.31,6.56,0.38,40.80,-3.21,823.03,0,0,171,67,0,0
1869.38,"421","4210","27",NA,3.5,"0",7.73,8073.71,1.53,7.47,0.42,40.78,-1.66,1251.94,0,100,111,89,0,1
1023.00,"200","2000","27",NA,1.9,"0",9.28,6319.11,1.45,5.21,0.33,40.79,-1.80,1139.70,0,53,110,0,0,0
5473.75,"190","1900","10",NA,5.1,"0",20.20,6227.69,3.49,14.24,0.64,40.77,-2.83,966.54,0,312,102,469,0,0
3416.06,"401","4010","33",NA,6.6,"0",12.17,9862.93,12.24,10.73,0.53,40.76,-3.79,1052.13,424,7,119,0,0,0
1887.75,"406","4060","33",NA,3.7,"0",35.86,9775.80,12.64,7.52,0.42,40.79,-3.84,1476.90,202,0,99,0,0,0
1493.13,"206","2060","27",NA,2.8,"0",16.81,5886.27,2.25,6.53,0.38,40.79,-1.74,1215.22,0,166,57,15,0,0
2388.00,"410","4100","19",NA,13.6,"0",12.11,10811.15,1.81,8.66,0.46,40.76,-2.03,1245.32,0,360,20,0,0,0
480.56,"207","2070","25",NA,6.5,"0",34.49,2857.41,12.01,3.31,0.24,40.80,-2.35,1010.88,0,72,7,0,0,0
2697.63,"399","3990","31",NA,13.3,"0",16.97,11399.33,3.41,9.31,0.49,40.77,-2.58,986.71,0,167,172,94,0,0
5577.13,"415","4150","33",NA,10.8,"0",37.91,7991.60,13.92,14.40,0.65,40.77,-3.91,1554.85,786,0,107,0,0,0
4549.19,"413","4130","34",NA,7.2,"0",10.67,6300.18,3.95,12.75,0.60,40.77,-2.63,899.70,0,12,299,413,0,0
387.50,"275","2750","35",NA,2.5,"0",9.50,5194.85,3.12,2.91,0.22,40.79,-1.85,1147.42,0,28,33,0,0,0
1916.94,"154","1540","30",NA,12.8,"0",28.37,6164.82,6.61,7.59,0.42,40.77,-2.36,1057.46,0,264,37,1,0,0
517.06,"158","1580","29",NA,2.7,"0",39.18,4354.90,9.65,3.46,0.25,40.78,-2.26,1042.44,0,45,40,0,0,0
8421.50,"166","1660","36",NA,75.1,"0",26.48,9105.82,3.83,18.44,0.77,40.74,-2.08,1234.79,0,1306,46,0,0,0
1965.69,"407","4070","31",NA,9.7,"0",24.65,7235.54,3.81,7.70,0.43,40.77,-2.51,1063.34,0,176,139,0,0,0
2777.38,"405","4050","31",NA,13.7,"0",23.82,6781.98,2.84,9.48,0.49,40.77,-2.46,1039.70,0,132,308,0,0,0
49.50,"202","2020","27",NA,0.1,"0",2.56,603.55,8.63,0.85,0.10,40.79,-1.78,1114.35,0,1,7,0,0,0
94.63,"338","3380","27",NA,0.2,"0",17.81,1286.40,6.03,1.25,0.13,40.79,-1.72,1196.22,0,11,0,5,0,0
149.00,"163","1630","36",NA,1.3,"0",37.70,1411.40,19.15,1.64,0.15,40.79,-2.15,1023.78,0,19,5,0,0,0
3668.75,"417","4170","10",NA,3.4,"0",19.39,6921.63,2.25,11.20,0.55,40.77,-2.73,989.40,0,10,168,408,0,0
2241.69,"402","4020","37",NA,5.3,"0",33.31,6511.27,13.28,8.34,0.45,40.76,-4.07,1482.02,303,0,49,0,1,7
2331.31,"412","4120","27",NA,4.4,"0",9.97,9179.04,2.30,8.53,0.46,40.75,-1.75,1253.46,0,343,29,0,0,0
5432.81,"304","3040","35",NA,35.3,"0",10.66,10589.71,2.67,14.18,0.64,40.74,-1.82,1240.89,0,668,203,0,0,0
1455.00,"420","4200","35",NA,9.5,"0",11.91,8017.65,3.36,6.43,0.38,40.76,-1.87,1248.95,0,231,2,0,0,0
595.06,"286","2860","29",NA,3.1,"0",48.57,2421.75,11.36,3.76,0.27,40.78,-2.24,1100.56,0,77,17,0,0,0
55.88,"317","3170","24",NA,0.2,"0",17.93,1338.17,5.30,0.91,0.10,40.79,-3.66,869.72,0,0,9,0,0,0
2067.06,"289","2890","24",NA,6.2,"0",16.73,9974.75,5.84,7.94,0.44,40.75,-3.67,968.78,301,5,22,0,4,0
1564.50,"388","3880","26",NA,6.2,"0",10.08,11099.33,1.22,6.72,0.39,40.75,-3.29,839.08,0,0,247,0,0,0
2334.00,"400","4000","37",NA,5.5,"0",31.83,8000.49,12.59,8.54,0.46,40.76,-4.03,1491.66,307,0,59,0,2,3
1608.63,"416","4160","29",NA,8.5,"0",22.82,7255.51,4.34,6.83,0.39,40.76,-2.27,1152.67,0,66,196,0,0,0
122.56,"296","2960","24",NA,0.4,"0",19.21,1598.53,4.82,1.46,0.14,40.78,-3.66,863.13,0,3,16,0,0,0
2286.69,"390","3900","33",NA,4.4,"0",25.48,9116.18,12.18,8.44,0.45,40.74,-4.00,1424.17,237,0,121,0,13,0
1956.81,"210","2100","27",NA,3.7,"0",12.60,5100.91,2.88,7.68,0.43,40.76,-1.70,1250.07,0,205,80,30,0,0
747.00,"305","3050","24",NA,2.2,"0",11.28,3613.48,2.78,4.31,0.29,40.77,-3.61,875.17,113,5,2,0,0,0
2648.25,"403","4030","36",NA,23.6,"0",17.21,8866.17,2.76,9.21,0.48,40.74,-2.15,1252.96,0,381,39,0,0,0
3557.56,"394","3940","32",NA,22.5,"0",15.76,7498.71,2.55,11.00,0.54,40.74,-1.90,1272.68,0,455,31,87,0,0
1371.81,"398","3980","33",NA,2.7,"0",32.55,9136.58,8.41,6.21,0.37,40.76,-3.84,1206.41,195,2,17,0,2,0
4739.63,"160","1600","22",NA,9.9,"0",8.40,9723.28,2.23,13.06,0.61,40.75,-3.51,710.99,7,26,718,4,0,0
8777.38,"184","1840","21",NA,11.2,"0",10.51,10178.62,1.98,18.91,0.78,40.73,-3.15,751.26,0,55,1014,339,0,0
2506.00,"397","3970","22",NA,5.3,"0",14.74,8517.64,3.02,8.91,0.47,40.74,-3.57,786.45,170,16,211,0,0,0
2554.88,"409","4090","24",NA,7.6,"0",14.70,6010.53,2.37,9.02,0.48,40.75,-3.72,952.50,374,15,24,0,0,0
29.56,"161","1610","22",NA,0.1,"0",11.39,894.97,7.42,0.62,0.08,40.77,-3.52,666.42,0,0,6,0,0,0
201.88,"303","3030","21",NA,0.3,"0",4.15,1242.46,1.62,1.97,0.17,40.77,-3.16,697.67,0,0,29,0,0,0
207.69,"325","3250","24",NA,0.6,"0",15.69,2077.08,5.82,2.00,0.17,40.77,-3.67,889.34,30,1,1,0,0,0
5983.38,"384","3840","27",NA,11.2,"0",10.68,7799.45,2.75,15.02,0.67,40.72,-1.60,1311.26,142,212,503,76,2,26
1580.88,"411","4110","29",NA,8.3,"0",11.61,10007.60,2.79,6.76,0.39,40.74,-2.20,1257.60,0,222,29,0,0,0
420.94,"331","3310","33",NA,0.8,"0",4.73,5650.92,3.23,3.06,0.23,40.75,-3.82,930.86,20,0,39,0,8,0
1601.44,"389","3890","33",NA,3.1,"0",30.91,9524.45,13.52,6.81,0.39,40.74,-3.94,1259.16,220,0,38,0,0,0
5386.94,"379","3790","29",NA,28.4,"0",6.48,8391.91,1.15,14.11,0.64,40.70,-2.17,1308.63,0,768,97,0,0,0
3784.56,"391","3910","21",NA,4.8,"0",14.76,8711.88,1.69,11.41,0.56,40.71,-3.07,898.09,0,253,343,8,0,0
1841.50,"383","3830","33",NA,3.6,"0",15.47,11327.27,11.04,7.41,0.42,40.72,-3.97,1147.79,220,0,68,0,0,0
2443.44,"393","3930","34",NA,3.8,"0",14.63,7420.89,2.97,8.78,0.47,40.73,-2.66,882.40,0,0,112,280,0,0
4539.75,"151","1510","30",NA,30.4,"0",26.87,9426.53,4.88,12.73,0.60,40.73,-2.40,972.81,0,230,498,0,0,0
77.44,"279","2790","24",NA,0.2,"0",13.76,1382.11,3.91,1.11,0.12,40.76,-3.62,854.69,11,0,0,0,0,0
4857.63,"278","2780","24",NA,14.5,"0",16.61,10544.73,2.18,13.26,0.61,40.71,-3.61,779.43,409,45,328,0,0,0
6404.00,"653","6530","23",NA,19.1,"0",15.91,7752.26,1.57,15.65,0.69,40.69,-2.97,940.53,0,483,284,255,0,0
643.69,"336","3360","31",NA,3.2,"0",20.41,3376.34,3.00,3.94,0.27,40.74,-2.56,887.66,0,36,57,12,0,0
1581.13,"382","3820","31",NA,7.8,"0",20.94,6517.34,6.22,6.76,0.39,40.73,-2.49,922.42,0,37,213,0,0,0
46.56,"152","1520","30",NA,0.3,"0",31.32,1692.46,22.67,0.82,0.10,40.75,-2.38,892.83,0,1,5,0,0,0
4405.06,"387","3870","10",NA,4.1,"0",19.70,7551.23,1.81,12.50,0.59,40.73,-2.80,1007.78,0,204,109,394,0,0
2785.88,"218","2180","27",NA,5.2,"0",15.57,8759.07,2.82,9.50,0.49,40.72,-1.68,1322.27,0,190,135,121,0,0
4151.31,"329","3290","32",NA,26.2,"0",17.78,9486.58,2.19,12.06,0.58,40.71,-1.94,1266.37,0,495,97,69,1,0
1851.63,"385","3850","34",NA,2.9,"0",22.30,5537.00,4.45,7.43,0.42,40.73,-2.71,909.85,0,0,65,229,0,0
4821.69,"395","3950","30",NA,32.3,"0",14.05,8497.97,0.88,13.20,0.61,40.73,-2.31,1203.45,0,564,212,0,0,0
994.13,"306","3060","34",NA,1.6,"0",14.75,6725.18,2.43,5.12,0.33,40.72,-2.60,826.94,0,0,71,90,0,0
3779.44,"328","3280","37",NA,8.9,"0",16.10,7173.40,12.11,11.40,0.56,40.71,-4.10,1180.68,439,0,165,0,0,0
4115.50,"144","1440","31",NA,20.3,"0",18.15,6228.43,6.16,12.00,0.58,40.70,-2.54,844.77,0,37,537,85,0,0
107.31,"322","3220","33",NA,0.2,"0",20.22,3270.58,5.60,1.35,0.13,40.74,-3.85,948.84,13,0,4,0,0,0
